path,condition,age_group,source,strata
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-35.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-foot-dermnet-2.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-15.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-15.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-shoulder-visualdx-3.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-27.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-6.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-6.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-skin-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-7.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-neck-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-leg-visualdx-2.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-scalp-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-face-visualdx-4.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-30.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-4.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-istockphoto-1.jpg,Cellulitis,Adult,cellulitis-adult-arm-istockphoto-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-ankle-dermatlas-2.jpg,Cellulitis,Adult,cellulitis-adult-ankle-dermatlas-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-13.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-foot-dermnet-3.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-scalp-visualdx-10.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Child/Visualdx/eczema-child-neck-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-thumb-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-finger-visualdx-6.jpg,Cellulitis,Adult,cellulitis-adult-finger-visualdx-6.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-8.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-chest-visualdx-2.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-11.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-hands-dermnz-2.jpg,Cellulitis,Adult,cellulitis-adult-hands-dermnz-2.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-arm-visualdx-1.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-10.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-pcds-3.jpg,Cellulitis,Adult,cellulitis-adult-scalp-pcds-3.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-leg-visualdx-6.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-41.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-cheek-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-10.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-27.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-8.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-foot-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-thigh-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-7.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-7.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-7.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-12.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-16.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-16.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-3.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-11.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-acd-1.jpg,Cellulitis,Adult,cellulitis-adult-scalp-acd-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-11.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-cheek-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-pcds-9.jpg,Cellulitis,Adult,cellulitis-adult-leg-pcds-9.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-dermatlas.jpg,Cellulitis,Adult,cellulitis-adult-foot-dermatlas.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-chest-flickr.jpg,Cellulitis,Adult,celllulitis-adult-chest-flickr.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-chest-visualdx-4.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-chest-dermis-3.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-8.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-feet-visualdx-3.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-eye-visualdx-5.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-21.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-25.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-1.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-neck-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-14.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-chest-visualdx-4.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-5.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-9.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-25.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-40.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-2.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-visualdx-2.jpg,Cellulitis,Adult,cellulitis-adult-foot-visualdx-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-neck-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-16.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-abdomen-visualdx.jpg,Cellulitis,Adult,cellulitis-adult-abdomen-visualdx.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-ear-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-11.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-11.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-pcds-7.jpg,Cellulitis,Adult,cellulitis-adult-leg-pcds-7.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-arm-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-neck-visualdx-1.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-6.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-chest-visualdx-1.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-13.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-buttock-visualdx-1.jpg,Cellulitis,Adult,cellulitis-adult-buttock-visualdx-1.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-scalp-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-23.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-23.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-face-visualdx-5.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-7.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-8.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-7.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-14.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-chest-visualdx-9.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-8.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-scalp-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-buttock-visualdx-7.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-back-dermnet-3.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-ankle-visualdx-3.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-25.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-7.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-22.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/DermIS/dermis-adult-hand-dermatlas-1.jpg,Dermatitis,Adult,DermIS,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-14.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-elbow-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-mouth-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-istockphoto-2.jpg,Cellulitis,Adult,cellulitis-adult-arm-istockphoto-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-hand-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-thigh-visualdx-2.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-5.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-21.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-39.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-9.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-8.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-6.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-6.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-13.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-neck-visualdx-5.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-21.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-19.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-12.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-scalp-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-neck-visualdx-5.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-finger-visualdx-8 (SEVERE).jpg,Cellulitis,Adult,cellulitis-adult-finger-visualdx-8 (SEVERE).jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-19.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-forearm-visualdx.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-7.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-6.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Adult/DermIS/dermis-adult-face-dermatlas-2.jpg,Dermatitis,Adult,DermIS,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-16.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-1.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-istockphoto.jpg,Cellulitis,Adult,cellulitis-adult-skin-istockphoto.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-hand-dermis-4.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-20.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-20.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-4.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-4.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-14.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-11.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-31.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-8.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-arm-chest-visualdx.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-25.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-foot-flickr-11.jpg,Cellulitis,Adult,celllulitis-adult-foot-flickr-11.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-face-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-buttock-visualdx-3.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-26.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-thigh-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-webMD-1.jpg,Cellulitis,Adult,cellulitis-adult-thigh-webMD-1.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-11.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-5.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-forehead-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-12.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-16.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-eye-visualdx-1.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-36.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-cheek-visualdx-3.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-2.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-skin-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-thigh-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-chest-dermnet-3.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-face-visualdx-3 (SEVERE).jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-scalp-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-14.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-14.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-51.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-26.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-36.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-13.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-skin-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-back-dermnet-1.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-16.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-eye-visualdx-4.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-10.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-15.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-knee-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-13.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-neck-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-skin-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-12.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-13.jpg,Eczema,Child,Visualdx,Eczema||Child
